Timestamp,Value,Type
7:27:04 PM.749,"24.10\r\n",received
7:27:05 PM.263,"24.10\r\n",received
7:27:05 PM.759,"24.10\r\n",received
7:27:06 PM.286,"24.10\r\n",received
7:27:06 PM.780,"24.10\r\n",received
7:27:07 PM.277,"24.10\r\n",received
7:27:07 PM.773,"24.10\r\n",received
7:27:08 PM.301,"24.10\r\n",received
7:27:08 PM.826,"24.10\r\n",received
7:27:09 PM.309,"24.10\r\n",received
7:27:09 PM.805,"24.10\r\n",received
7:27:10 PM.333,"24.10\r\n",received
7:27:10 PM.828,"24.10\r\n",received
7:27:11 PM.324,"24.10\r\n",received
7:27:11 PM.841,"24.10\r\n",received
7:27:12 PM.349,"24.00\r\n",received
7:27:12 PM.860,"24.00\r\n",received
7:27:13 PM.357,"24.00\r\n",received
7:27:13 PM.882,"24.00\r\n",received
7:27:14 PM.381,"24.00\r\n",received
7:27:14 PM.894,"24.00\r\n",received
7:27:15 PM.389,"24.00\r\n",received
7:27:15 PM.884,"24.00\r\n",received
7:27:16 PM.412,"23.90\r\n",received
7:27:16 PM.908,"23.90\r\n",received
7:27:17 PM.421,"23.90\r\n",received
7:27:17 PM.917,"23.90\r\n",received
7:27:18 PM.447,"23.90\r\n",received
7:27:18 PM.941,"23.90\r\n",received
7:27:19 PM.437,"23.90\r\n",received
7:27:19 PM.951,"23.90\r\n",received
7:27:20 PM.460,"23.80\r\n",received
7:27:20 PM.973,"23.80\r\n",received
7:27:21 PM.469,"23.80\r\n",received
7:27:21 PM.994,"23.80\r\n",received
7:27:22 PM.493,"23.80\r\n",received
7:27:23 PM.27,"23.80\r\n",received
7:27:23 PM.501,"23.80\r\n",received
7:27:23 PM.997,"23.80\r\n",received
7:27:24 PM.525,"23.80\r\n",received
7:27:25 PM.21,"23.80\r\n",received
7:27:25 PM.517,"23.80\r\n",received
7:27:26 PM.30,"23.80\r\n",received
7:27:26 PM.541,"23.80\r\n",received
7:27:27 PM.63,"23.80\r\n",received
7:27:27 PM.548,"23.80\r\n",received
7:27:28 PM.45,"23.80\r\n",received
7:27:28 PM.573,"23.80\r\n",received
7:27:29 PM.68,"23.80\r\n",received
7:27:29 PM.598,"23.80\r\n",received
7:27:30 PM.95,"23.80\r\n",received
7:27:30 PM.627,"23.80\r\n",received
7:27:31 PM.112,"23.80\r\n",received
7:27:31 PM.596,"23.80\r\n",received
7:27:32 PM.94,"23.80\r\n",received
7:27:32 PM.621,"23.80\r\n",received
7:27:33 PM.151,"23.80\r\n",received
7:27:33 PM.628,"23.80\r\n",received
7:27:34 PM.125,"23.80\r\n",received
7:27:34 PM.652,"23.80\r\n",received
7:27:35 PM.148,"23.80\r\n",received
7:27:35 PM.645,"23.80\r\n",received
7:27:36 PM.165,"23.80\r\n",received
7:27:36 PM.669,"23.80\r\n",received
7:27:37 PM.189,"23.80\r\n",received
7:27:37 PM.677,"23.80\r\n",received
7:27:38 PM.173,"23.80\r\n",received
7:27:38 PM.701,"23.80\r\n",received
7:27:39 PM.197,"23.80\r\n",received
7:27:39 PM.710,"23.80\r\n",received
7:27:40 PM.205,"23.80\r\n",received
7:27:40 PM.736,"23.80\r\n",received
7:27:41 PM.229,"23.80\r\n",received
7:27:41 PM.725,"23.80\r\n",received
7:27:42 PM.221,"23.80\r\n",received
7:27:42 PM.749,"23.80\r\n",received
7:27:43 PM.245,"23.80\r\n",received
7:27:43 PM.764,"23.80\r\n",received
7:27:44 PM.253,"23.80\r\n",received
7:27:44 PM.780,"23.80\r\n",received
7:27:45 PM.277,"23.80\r\n",received
7:27:45 PM.773,"23.80\r\n",received
7:27:46 PM.284,"23.80\r\n",received
7:27:46 PM.797,"23.80\r\n",received
7:27:47 PM.309,"23.80\r\n",received
7:27:47 PM.805,"23.80\r\n",received
7:27:48 PM.301,"23.80\r\n",received
7:27:48 PM.829,"23.80\r\n",received
7:27:49 PM.325,"23.80\r\n",received
7:27:49 PM.821,"23.80\r\n",received
7:27:50 PM.334,"23.80\r\n",received
7:27:50 PM.845,"23.80\r\n",received
7:27:51 PM.356,"23.80\r\n",received
7:27:51 PM.852,"23.80\r\n",received
7:27:52 PM.348,"23.80\r\n",received
7:27:52 PM.877,"23.80\r\n",received
7:27:53 PM.374,"23.80\r\n",received
7:27:53 PM.885,"23.80\r\n",received
7:27:54 PM.382,"23.80\r\n",received
7:27:54 PM.910,"23.80\r\n",received
7:27:55 PM.405,"23.80\r\n",received
7:27:55 PM.901,"23.80\r\n",received
7:27:56 PM.398,"23.80\r\n",received
7:27:56 PM.925,"23.80\r\n",received
7:27:57 PM.421,"23.80\r\n",received
7:27:57 PM.936,"23.80\r\n",received
7:27:58 PM.429,"23.80\r\n",received
7:27:58 PM.958,"23.80\r\n",received
7:27:59 PM.452,"23.80\r\n",received
7:27:59 PM.948,"23.80\r\n",received
7:28:00 PM.463,"23.80\r\n",received
7:28:00 PM.973,"23.80\r\n",received
7:28:01 PM.485,"23.80\r\n",received
7:28:01 PM.980,"23.80\r\n",received
7:28:02 PM.476,"23.80\r\n",received
7:28:03 PM.6,"23.80\r\n",received
7:28:03 PM.501,"23.80\r\n",received
7:28:04 PM.12,"23.80\r\n",received
7:28:04 PM.509,"23.80\r\n",received
7:28:05 PM.38,"23.80\r\n",received
7:28:05 PM.533,"23.80\r\n",received
7:28:06 PM.29,"23.80\r\n",received
7:28:06 PM.540,"23.80\r\n",received
7:28:07 PM.53,"23.80\r\n",received
7:28:07 PM.565,"23.80\r\n",received
7:28:08 PM.61,"23.80\r\n",received
7:28:08 PM.557,"23.80\r\n",received
7:28:09 PM.85,"23.80\r\n",received
7:28:09 PM.580,"23.80\r\n",received
7:28:10 PM.78,"23.80\r\n",received
7:28:10 PM.590,"23.80\r\n",received
7:28:11 PM.100,"23.80\r\n",received
7:28:11 PM.618,"23.80\r\n",received
7:28:12 PM.110,"23.80\r\n",received
7:28:12 PM.605,"23.80\r\n",received
7:28:13 PM.133,"23.80\r\n",received
7:28:13 PM.629,"23.80\r\n",received
7:28:14 PM.142,"23.80\r\n",received
7:28:14 PM.637,"23.80\r\n",received
7:28:15 PM.165,"23.80\r\n",received
7:28:15 PM.662,"23.80\r\n",received
7:28:16 PM.156,"23.80\r\n",received
7:28:16 PM.653,"23.80\r\n",received
7:28:17 PM.181,"23.80\r\n",received
7:28:17 PM.677,"23.80\r\n",received
7:28:18 PM.189,"23.80\r\n",received
7:28:18 PM.684,"23.80\r\n",received
7:28:19 PM.212,"23.80\r\n",received
7:28:19 PM.709,"23.80\r\n",received
7:28:20 PM.204,"23.80\r\n",received
7:28:20 PM.716,"23.80\r\n",received
7:28:21 PM.229,"23.80\r\n",received
7:28:21 PM.742,"23.80\r\n",received
7:28:22 PM.239,"23.80\r\n",received
7:28:22 PM.733,"23.80\r\n",received
7:28:23 PM.261,"23.80\r\n",received
7:28:23 PM.757,"23.80\r\n",received
7:28:24 PM.254,"23.80\r\n",received
7:28:24 PM.765,"23.80\r\n",received
7:28:25 PM.276,"23.80\r\n",received
7:28:25 PM.789,"23.80\r\n",received
7:28:26 PM.284,"23.80\r\n",received
7:28:26 PM.781,"23.80\r\n",received
7:28:27 PM.309,"23.80\r\n",received
7:28:27 PM.804,"23.80\r\n",received
7:28:28 PM.318,"23.80\r\n",received
7:28:28 PM.814,"23.80\r\n",received
7:28:29 PM.340,"23.80\r\n",received
7:28:29 PM.837,"23.80\r\n",received
7:28:30 PM.333,"23.80\r\n",received
7:28:30 PM.829,"23.80\r\n",received
7:28:31 PM.357,"23.80\r\n",received
7:28:31 PM.853,"23.80\r\n",received
7:28:32 PM.365,"23.80\r\n",received
7:28:32 PM.861,"23.80\r\n",received
7:28:33 PM.388,"23.80\r\n",received
7:28:33 PM.885,"23.80\r\n",received
7:28:34 PM.398,"23.80\r\n",received
7:28:34 PM.893,"23.80\r\n",received
7:28:35 PM.420,"23.80\r\n",received
7:28:35 PM.917,"23.80\r\n",received
7:28:36 PM.412,"23.80\r\n",received
7:28:36 PM.909,"23.80\r\n",received
7:28:37 PM.436,"23.80\r\n",received
7:28:37 PM.933,"23.80\r\n",received
7:28:38 PM.444,"23.80\r\n",received
7:28:38 PM.941,"23.80\r\n",received
7:28:39 PM.469,"23.80\r\n",received
7:28:39 PM.964,"23.80\r\n",received
7:28:40 PM.460,"23.80\r\n",received
7:28:40 PM.956,"23.80\r\n",received
7:28:41 PM.485,"23.80\r\n",received
7:28:41 PM.997,"23.80\r\n",received
7:28:42 PM.493,"23.80\r\n",received
7:28:42 PM.989,"23.80\r\n",received
7:28:43 PM.516,"23.80\r\n",received
7:28:44 PM.13,"23.80\r\n",received
7:28:44 PM.508,"23.80\r\n",received
7:28:45 PM.21,"23.80\r\n",received
7:28:45 PM.533,"23.80\r\n",received
7:28:46 PM.45,"23.80\r\n",received
7:28:46 PM.541,"23.80\r\n",received
7:28:47 PM.37,"23.80\r\n",received
7:28:47 PM.565,"23.80\r\n",received
7:28:48 PM.61,"23.80\r\n",received
7:28:48 PM.557,"23.80\r\n",received
7:28:49 PM.68,"23.80\r\n",received
7:28:49 PM.581,"23.80\r\n",received
7:28:50 PM.93,"23.80\r\n",received
7:28:50 PM.589,"23.80\r\n",received
7:28:51 PM.84,"23.80\r\n",received
7:28:51 PM.613,"23.80\r\n",received
7:28:52 PM.109,"23.80\r\n",received
7:28:52 PM.621,"23.80\r\n",received
7:28:53 PM.117,"23.80\r\n",received
7:28:53 PM.644,"23.80\r\n",received
7:28:54 PM.141,"23.80\r\n",received
7:28:54 PM.637,"23.80\r\n",received
7:28:55 PM.132,"23.80\r\n",received
7:28:55 PM.661,"23.80\r\n",received
7:28:56 PM.157,"23.80\r\n",received
7:28:56 PM.669,"23.80\r\n",received
7:28:57 PM.165,"23.80\r\n",received
7:28:57 PM.698,"23.80\r\n",received
7:28:58 PM.189,"23.80\r\n",received
7:28:58 PM.684,"23.80\r\n",received
7:28:59 PM.181,"23.80\r\n",received
7:28:59 PM.709,"23.80\r\n",received
7:29:00 PM.222,"23.80\r\n",received
7:29:00 PM.717,"23.80\r\n",received
7:29:01 PM.212,"23.80\r\n",received
7:29:01 PM.741,"23.80\r\n",received
7:29:02 PM.237,"23.80\r\n",received
7:29:02 PM.733,"23.80\r\n",received
7:29:03 PM.246,"23.80\r\n",received
7:29:03 PM.774,"23.80\r\n",received
7:29:04 PM.269,"23.80\r\n",received
7:29:04 PM.765,"23.80\r\n",received
7:29:05 PM.261,"23.80\r\n",received
7:29:05 PM.789,"23.80\r\n",received
7:29:06 PM.284,"23.80\r\n",received
7:29:06 PM.797,"23.80\r\n",received
7:29:07 PM.293,"23.80\r\n",received
7:29:07 PM.822,"23.80\r\n",received
7:29:08 PM.317,"23.80\r\n",received
7:29:08 PM.813,"23.80\r\n",received
7:29:09 PM.325,"23.80\r\n",received
7:29:09 PM.837,"23.80\r\n",received
7:29:10 PM.348,"23.80\r\n",received
7:29:10 PM.845,"23.80\r\n",received
7:29:11 PM.341,"23.80\r\n",received
7:29:11 PM.869,"23.80\r\n",received
7:29:12 PM.365,"23.80\r\n",received
7:29:12 PM.861,"23.80\r\n",received
7:29:13 PM.372,"23.80\r\n",received
7:29:13 PM.885,"23.80\r\n",received
7:29:14 PM.397,"23.80\r\n",received
7:29:14 PM.892,"23.80\r\n",received
7:29:15 PM.389,"23.80\r\n",received
7:29:15 PM.917,"23.80\r\n",received
7:29:16 PM.413,"23.80\r\n",received
7:29:16 PM.926,"23.80\r\n",received
7:29:17 PM.422,"23.80\r\n",received
7:29:17 PM.949,"23.80\r\n",received
7:29:18 PM.445,"23.80\r\n",received
7:29:18 PM.941,"23.80\r\n",received
7:29:19 PM.437,"23.80\r\n",received
7:29:19 PM.964,"23.80\r\n",received
7:29:20 PM.462,"23.80\r\n",received
7:29:20 PM.973,"23.80\r\n",received
7:29:21 PM.468,"23.80\r\n",received
7:29:21 PM.999,"23.80\r\n",received
7:29:22 PM.493,"23.80\r\n",received
7:29:22 PM.988,"23.80\r\n",received
7:29:23 PM.485,"23.80\r\n",received
7:29:24 PM.12,"23.80\r\n",received
7:29:24 PM.508,"23.80\r\n",received
7:29:25 PM.21,"23.80\r\n",received
7:29:25 PM.516,"23.80\r\n",received
7:29:26 PM.46,"23.80\r\n",received
7:29:26 PM.541,"23.80\r\n",received
7:29:27 PM.37,"23.80\r\n",received
7:29:27 PM.549,"23.80\r\n",received
7:29:28 PM.60,"23.80\r\n",received
7:29:28 PM.574,"23.80\r\n",received
7:29:29 PM.69,"23.80\r\n",received
7:29:29 PM.565,"23.80\r\n",received
7:29:30 PM.93,"23.80\r\n",received
7:29:30 PM.588,"23.80\r\n",received
7:29:31 PM.85,"23.80\r\n",received
7:29:31 PM.597,"23.80\r\n",received
7:29:32 PM.109,"23.80\r\n",received
7:29:32 PM.621,"23.80\r\n",received
7:29:33 PM.117,"23.80\r\n",received
7:29:33 PM.613,"23.80\r\n",received
7:29:34 PM.141,"23.80\r\n",received
7:29:34 PM.636,"23.80\r\n",received
7:29:35 PM.149,"23.80\r\n",received
7:29:35 PM.645,"23.80\r\n",received
7:29:36 PM.173,"23.80\r\n",received
7:29:36 PM.668,"23.80\r\n",received
7:29:37 PM.164,"23.80\r\n",received
7:29:37 PM.678,"23.80\r\n",received
7:29:38 PM.190,"23.80\r\n",received
7:29:38 PM.701,"23.80\r\n",received
7:29:39 PM.196,"23.80\r\n",received
7:29:39 PM.693,"23.80\r\n",received
7:29:40 PM.221,"23.80\r\n",received
7:29:40 PM.717,"23.80\r\n",received
7:29:41 PM.230,"23.80\r\n",received
7:29:41 PM.726,"23.80\r\n",received
7:29:42 PM.252,"23.80\r\n",received
7:29:42 PM.749,"23.80\r\n",received
7:29:43 PM.244,"23.80\r\n",received
7:29:43 PM.741,"23.80\r\n",received
7:29:44 PM.269,"23.80\r\n",received
7:29:44 PM.765,"23.80\r\n",received
7:29:45 PM.278,"23.80\r\n",received
7:29:45 PM.773,"23.80\r\n",received
7:29:46 PM.301,"23.80\r\n",received
7:29:46 PM.797,"23.80\r\n",received
7:29:47 PM.293,"23.80\r\n",received
7:29:47 PM.788,"23.80\r\n",received
7:29:48 PM.316,"23.80\r\n",received
7:29:48 PM.813,"23.80\r\n",received
7:29:49 PM.325,"23.80\r\n",received
7:29:49 PM.821,"23.80\r\n",received
7:29:50 PM.349,"23.80\r\n",received
7:29:50 PM.845,"23.80\r\n",received
7:29:51 PM.341,"23.80\r\n",received
7:29:51 PM.852,"23.80\r\n",received
7:29:52 PM.366,"23.80\r\n",received
7:29:52 PM.876,"23.80\r\n",received
7:29:53 PM.373,"23.80\r\n",received
7:29:53 PM.869,"23.80\r\n",received
7:29:54 PM.397,"23.80\r\n",received
7:29:54 PM.893,"23.80\r\n",received
7:29:55 PM.389,"23.80\r\n",received
7:29:55 PM.901,"23.80\r\n",received
7:29:56 PM.413,"23.80\r\n",received
7:29:56 PM.924,"23.80\r\n",received
7:29:57 PM.420,"23.80\r\n",received
7:29:57 PM.918,"23.80\r\n",received
7:29:58 PM.445,"23.80\r\n",received
7:29:58 PM.941,"23.80\r\n",received
7:29:59 PM.454,"23.80\r\n",received
7:29:59 PM.948,"23.80\r\n",received
7:30:00 PM.477,"23.80\r\n",received
7:30:00 PM.973,"23.80\r\n",received
7:30:01 PM.469,"23.80\r\n",received
7:30:01 PM.965,"23.80\r\n",received
7:30:02 PM.493,"23.80\r\n",received
7:30:02 PM.988,"23.80\r\n",received
7:30:03 PM.501,"23.80\r\n",received
7:30:03 PM.997,"23.80\r\n",received
7:30:04 PM.525,"23.80\r\n",received
7:30:05 PM.21,"23.80\r\n",received
7:30:05 PM.533,"23.80\r\n",received
7:30:06 PM.29,"23.80\r\n",received
7:30:06 PM.558,"23.80\r\n",received
7:30:07 PM.55,"23.80\r\n",received
7:30:07 PM.549,"23.80\r\n",received
7:30:08 PM.45,"23.80\r\n",received
7:30:08 PM.573,"23.80\r\n",received
7:30:09 PM.68,"23.80\r\n",received
7:30:09 PM.580,"23.80\r\n",received
7:30:10 PM.79,"23.80\r\n",received
7:30:10 PM.605,"23.80\r\n",received
7:30:11 PM.100,"23.80\r\n",received
7:30:11 PM.596,"23.80\r\n",received
7:30:12 PM.93,"23.80\r\n",received
7:30:12 PM.621,"23.80\r\n",received
7:30:13 PM.117,"23.80\r\n",received
7:30:13 PM.629,"23.80\r\n",received
7:30:14 PM.124,"23.80\r\n",received
7:30:14 PM.653,"23.80\r\n",received
7:30:15 PM.148,"23.80\r\n",received
7:30:15 PM.645,"23.80\r\n",received
7:30:16 PM.157,"23.80\r\n",received
7:30:16 PM.669,"23.80\r\n",received
7:30:17 PM.182,"23.80\r\n",received
7:30:17 PM.677,"23.80\r\n",received
7:30:18 PM.173,"23.80\r\n",received
7:30:18 PM.701,"23.80\r\n",received
7:30:19 PM.196,"23.80\r\n",received
7:30:19 PM.693,"23.80\r\n",received
7:30:20 PM.204,"23.80\r\n",received
7:30:20 PM.717,"23.80\r\n",received
7:30:21 PM.229,"23.80\r\n",received
7:30:21 PM.725,"23.80\r\n",received
7:30:22 PM.221,"23.80\r\n",received
7:30:22 PM.749,"23.80\r\n",received
7:30:23 PM.245,"23.80\r\n",received
7:30:23 PM.757,"23.80\r\n",received
7:30:24 PM.253,"23.80\r\n",received
7:30:24 PM.781,"23.80\r\n",received
7:30:25 PM.277,"23.80\r\n",received
7:30:25 PM.773,"23.80\r\n",received
7:30:26 PM.268,"23.80\r\n",received
7:30:26 PM.797,"23.80\r\n",received
7:30:27 PM.293,"23.80\r\n",received
7:30:27 PM.805,"23.80\r\n",received
7:30:28 PM.301,"23.80\r\n",received
7:30:28 PM.828,"23.80\r\n",received
7:30:29 PM.325,"23.80\r\n",received
7:30:29 PM.821,"23.80\r\n",received
7:30:30 PM.317,"23.80\r\n",received
7:30:30 PM.845,"23.80\r\n",received
7:30:31 PM.358,"23.80\r\n",received
7:30:31 PM.854,"23.80\r\n",received
7:30:32 PM.349,"23.80\r\n",received
7:30:32 PM.877,"23.80\r\n",received
7:30:33 PM.373,"23.80\r\n",received
7:30:33 PM.869,"23.80\r\n",received
7:30:34 PM.384,"23.80\r\n",received
7:30:34 PM.908,"23.80\r\n",received
7:30:35 PM.408,"23.80\r\n",received
7:30:35 PM.901,"23.80\r\n",received
7:30:36 PM.396,"23.80\r\n",received
7:30:36 PM.925,"23.80\r\n",received
7:30:37 PM.421,"23.80\r\n",received
7:30:37 PM.933,"23.80\r\n",received
7:30:38 PM.429,"23.80\r\n",received
7:30:38 PM.961,"23.80\r\n",received
7:30:39 PM.453,"23.80\r\n",received
7:30:39 PM.948,"23.80\r\n",received
7:30:40 PM.460,"23.80\r\n",received
7:30:40 PM.973,"23.80\r\n",received
7:30:41 PM.485,"23.80\r\n",received
7:30:41 PM.981,"23.80\r\n",received
7:30:42 PM.477,"23.80\r\n",received
7:30:43 PM.5,"23.80\r\n",received
7:30:43 PM.501,"23.80\r\n",received
7:30:43 PM.998,"23.80\r\n",received
7:30:44 PM.509,"23.80\r\n",received
7:30:45 PM.21,"23.80\r\n",received
7:30:45 PM.533,"23.80\r\n",received
7:30:46 PM.29,"23.80\r\n",received
7:30:46 PM.525,"23.80\r\n",received
7:30:47 PM.53,"23.80\r\n",received
7:30:47 PM.549,"23.80\r\n",received
7:30:48 PM.61,"23.80\r\n",received
7:30:48 PM.558,"23.80\r\n",received
7:30:49 PM.85,"23.80\r\n",received
7:30:49 PM.581,"23.80\r\n",received
7:30:50 PM.76,"23.80\r\n",received
7:30:50 PM.572,"23.80\r\n",received
7:30:51 PM.101,"23.80\r\n",received
7:30:51 PM.597,"23.80\r\n",received
7:30:52 PM.109,"23.80\r\n",received
7:30:52 PM.605,"23.80\r\n",received
7:30:53 PM.134,"23.80\r\n",received
7:30:53 PM.629,"23.80\r\n",received
7:30:54 PM.124,"23.80\r\n",received
7:30:54 PM.621,"23.80\r\n",received
7:30:55 PM.148,"23.80\r\n",received
7:30:55 PM.661,"23.80\r\n",received
7:30:56 PM.157,"23.80\r\n",received
7:30:56 PM.653,"23.80\r\n",received
7:30:57 PM.192,"23.80\r\n",received
7:30:57 PM.677,"23.80\r\n",received
7:30:58 PM.174,"23.80\r\n",received
7:30:58 PM.688,"23.80\r\n",received
7:30:59 PM.197,"23.80\r\n",received
7:30:59 PM.712,"23.80\r\n",received
7:31:00 PM.204,"23.80\r\n",received
7:31:00 PM.700,"23.80\r\n",received
7:31:01 PM.229,"23.80\r\n",received
7:31:01 PM.726,"23.80\r\n",received
7:31:02 PM.221,"23.80\r\n",received
7:31:02 PM.732,"23.80\r\n",received
7:31:03 PM.244,"23.80\r\n",received
7:31:03 PM.757,"23.80\r\n",received
7:31:04 PM.252,"23.80\r\n",received
7:31:04 PM.748,"23.80\r\n",received
7:31:05 PM.277,"23.80\r\n",received
7:31:05 PM.790,"23.80\r\n",received
7:31:06 PM.284,"23.80\r\n",received
7:31:06 PM.782,"23.80\r\n",received
7:31:07 PM.308,"23.80\r\n",received
7:31:07 PM.804,"23.80\r\n",received
7:31:08 PM.300,"23.80\r\n",received
7:31:08 PM.813,"23.80\r\n",received
7:31:09 PM.325,"23.80\r\n",received
7:31:09 PM.837,"23.80\r\n",received
7:31:10 PM.333,"23.80\r\n",received
7:31:10 PM.829,"23.80\r\n",received
7:31:11 PM.357,"23.80\r\n",received
7:31:11 PM.853,"23.80\r\n",received
7:31:12 PM.366,"23.80\r\n",received
7:31:12 PM.861,"23.80\r\n",received
7:31:13 PM.389,"23.80\r\n",received
7:31:13 PM.886,"23.80\r\n",received
7:31:14 PM.381,"23.80\r\n",received
7:31:14 PM.877,"23.80\r\n",received
7:31:15 PM.405,"23.80\r\n",received
7:31:15 PM.901,"23.80\r\n",received
7:31:16 PM.412,"23.80\r\n",received
7:31:16 PM.909,"23.80\r\n",received
7:31:17 PM.436,"23.80\r\n",received
7:31:17 PM.933,"23.80\r\n",received
7:31:18 PM.429,"23.80\r\n",received
7:31:18 PM.924,"23.80\r\n",received
7:31:19 PM.453,"23.80\r\n",received
7:31:19 PM.965,"23.80\r\n",received
7:31:20 PM.467,"23.80\r\n",received
7:31:20 PM.956,"23.80\r\n",received
7:31:21 PM.485,"23.80\r\n",received
7:31:21 PM.981,"23.80\r\n",received
7:31:22 PM.477,"23.80\r\n",received
7:31:22 PM.989,"23.80\r\n",received
7:31:23 PM.501,"23.80\r\n",received
7:31:24 PM.14,"23.80\r\n",received
7:31:24 PM.508,"23.80\r\n",received
7:31:25 PM.4,"23.80\r\n",received
7:31:25 PM.540,"23.80\r\n",received
7:31:26 PM.29,"23.80\r\n",received
7:31:26 PM.525,"23.80\r\n",received
7:31:27 PM.39,"23.80\r\n",received
7:31:27 PM.566,"23.80\r\n",received
7:31:28 PM.61,"23.80\r\n",received
7:31:28 PM.556,"23.80\r\n",received
7:31:29 PM.52,"23.80\r\n",received
7:31:29 PM.581,"23.80\r\n",received
7:31:30 PM.77,"23.80\r\n",received
7:31:30 PM.591,"23.80\r\n",received
7:31:31 PM.88,"23.80\r\n",received
7:31:31 PM.612,"23.80\r\n",received
7:31:32 PM.109,"23.80\r\n",received
7:31:32 PM.605,"23.80\r\n",received
7:31:33 PM.100,"23.80\r\n",received
7:31:33 PM.629,"23.80\r\n",received
7:31:34 PM.125,"23.80\r\n",received
7:31:34 PM.637,"23.80\r\n",received
7:31:35 PM.133,"23.80\r\n",received
7:31:35 PM.660,"23.80\r\n",received
7:31:36 PM.156,"23.80\r\n",received
7:31:36 PM.670,"23.80\r\n",received
7:31:37 PM.165,"23.80\r\n",received
7:31:37 PM.693,"23.80\r\n",received
7:31:38 PM.189,"23.80\r\n",received
7:31:38 PM.685,"23.80\r\n",received
7:31:39 PM.181,"23.80\r\n",received
7:31:39 PM.709,"23.80\r\n",received
7:31:40 PM.205,"23.80\r\n",received
7:31:40 PM.722,"23.80\r\n",received
7:31:41 PM.213,"23.80\r\n",received
7:31:41 PM.742,"23.80\r\n",received
7:31:42 PM.237,"23.80\r\n",received
7:31:42 PM.733,"23.80\r\n",received
7:31:43 PM.229,"23.80\r\n",received
7:31:43 PM.758,"23.80\r\n",received
7:31:44 PM.271,"23.80\r\n",received
7:31:44 PM.767,"23.80\r\n",received
7:31:45 PM.261,"23.80\r\n",received
7:31:45 PM.790,"23.80\r\n",received
7:31:46 PM.285,"23.80\r\n",received
7:31:46 PM.781,"23.80\r\n",received
7:31:47 PM.293,"23.80\r\n",received
7:31:47 PM.805,"23.70\r\n",received
7:31:48 PM.318,"23.70\r\n",received
7:31:48 PM.813,"23.70\r\n",received
7:31:49 PM.325,"23.70\r\n",received
7:31:49 PM.836,"23.60\r\n",received
7:31:50 PM.349,"23.60\r\n",received
7:31:50 PM.844,"23.60\r\n",received
7:31:51 PM.341,"23.60\r\n",received
7:31:51 PM.869,"23.60\r\n",received
7:31:52 PM.382,"23.60\r\n",received
7:31:52 PM.882,"23.60\r\n",received
7:31:53 PM.373,"23.60\r\n",received
7:31:53 PM.908,"23.50\r\n",received
7:31:54 PM.397,"23.50\r\n",received
7:31:54 PM.910,"23.50\r\n",received
7:31:55 PM.404,"23.50\r\n",received
7:31:55 PM.933,"23.50\r\n",received
7:31:56 PM.428,"23.50\r\n",received
7:31:56 PM.925,"23.50\r\n",received
7:31:57 PM.437,"23.50\r\n",received
7:31:57 PM.948,"23.40\r\n",received
7:31:58 PM.465,"23.40\r\n",received
7:31:58 PM.957,"23.40\r\n",received
7:31:59 PM.453,"23.40\r\n",received
7:31:59 PM.980,"23.40\r\n",received
7:32:00 PM.494,"23.40\r\n",received
7:32:00 PM.991,"23.40\r\n",received
7:32:01 PM.485,"23.40\r\n",received
7:32:02 PM.12,"23.40\r\n",received
7:32:02 PM.509,"23.40\r\n",received
7:32:03 PM.4,"23.40\r\n",received
7:32:03 PM.518,"23.40\r\n",received
7:32:04 PM.28,"23.40\r\n",received
7:32:04 PM.542,"23.40\r\n",received
7:32:05 PM.37,"23.40\r\n",received
7:32:05 PM.532,"23.40\r\n",received
7:32:06 PM.60,"23.40\r\n",received
7:32:06 PM.557,"23.40\r\n",received
7:32:07 PM.70,"23.40\r\n",received
7:32:07 PM.565,"23.40\r\n",received
7:32:08 PM.94,"23.40\r\n",received
7:32:08 PM.588,"23.40\r\n",received
7:32:09 PM.84,"23.40\r\n",received
7:32:09 PM.598,"23.40\r\n",received
7:32:10 PM.109,"23.40\r\n",received
7:32:10 PM.621,"23.40\r\n",received
7:32:11 PM.117,"23.40\r\n",received
7:32:11 PM.613,"23.40\r\n",received
7:32:12 PM.141,"23.40\r\n",received
7:32:12 PM.638,"23.40\r\n",received
7:32:13 PM.133,"23.40\r\n",received
7:32:13 PM.647,"23.40\r\n",received
7:32:14 PM.156,"23.40\r\n",received
7:32:14 PM.669,"23.40\r\n",received
7:32:15 PM.164,"23.40\r\n",received
7:32:15 PM.660,"23.40\r\n",received
7:32:16 PM.189,"23.40\r\n",received
7:32:16 PM.685,"23.40\r\n",received
7:32:17 PM.180,"23.40\r\n",received
7:32:17 PM.692,"23.40\r\n",received
7:32:18 PM.204,"23.40\r\n",received
7:32:18 PM.717,"23.40\r\n",received
7:32:19 PM.213,"23.40\r\n",received
7:32:19 PM.709,"23.40\r\n",received
7:32:20 PM.237,"23.40\r\n",received
7:32:20 PM.732,"23.40\r\n",received
7:32:21 PM.246,"23.40\r\n",received
7:32:21 PM.741,"23.40\r\n",received
7:32:22 PM.271,"23.40\r\n",received
7:32:22 PM.765,"23.40\r\n",received
7:32:23 PM.261,"23.40\r\n",received
7:32:23 PM.756,"23.40\r\n",received
7:32:24 PM.285,"23.40\r\n",received
7:32:24 PM.780,"23.40\r\n",received
7:32:25 PM.294,"23.40\r\n",received
7:32:25 PM.789,"23.40\r\n",received
